county,year,month,precip_in
Kern,2013,10,0.72
Kern,2013,11,0.11
Kern,2013,12,0.57
Kern,2014,1,0.65
Kern,2014,2,3.13
Kern,2014,3,1.49
Kern,2014,4,1.01
Kern,2014,5,0.01
Kern,2014,11,0.19
Kern,2014,12,4.25
Kern,2015,1,0.51
Kern,2015,2,1.4
Kern,2015,3,0.13
Kern,2015,4,0.21
Kern,2015,5,0.13
Kern,2015,6,0.32
Kern,2015,7,0.95
Kern,2015,8,0.0
Kern,2015,9,0.03
Kern,2015,10,1.13
Kern,2015,11,1.29
Kern,2015,12,1.63
Kern,2016,1,4.17
Kern,2016,2,0.72
Kern,2016,3,1.5
Kern,2016,4,0.44
Kern,2016,5,0.04
Kern,2016,10,0.48
Kern,2016,11,0.71
Kern,2016,12,4.69
Kern,2017,1,15.64
Kern,2017,2,6.17
Kern,2017,3,0.94
Kern,2017,4,0.73
Kern,2017,5,0.11
Kern,2017,6,0.02
Kern,2017,7,0.01
Kern,2017,8,0.02
Kern,2017,9,0.28
Kern,2017,10,0.0
Kern,2017,11,0.89
Kern,2017,12,0.0
Kern,2018,1,1.28
Kern,2018,2,0.42
Kern,2018,3,4.35
Kern,2018,4,0.49
Kern,2018,5,0.36
Kern,2018,6,0.0
Kern,2018,7,0.16
Kern,2018,8,0.0
Kern,2018,9,0.0
Kern,2018,10,6.0
Kern,2018,11,1.8
Kern,2018,12,1.7
Kern,2019,1,3.7
Kern,2019,2,6.72
Kern,2019,3,5.42
Kern,2019,4,0.14
Kern,2019,5,2.89
Kern,2019,6,0.12
Kern,2019,7,0.01
Kern,2019,8,0.0
Kern,2019,10,0.0
Kern,2019,11,1.66
Kern,2019,12,2.37
Kern,2020,1,0.37
Kern,2020,2,0.08
Kern,2020,3,1.8
Kern,2020,4,2.19
Kern,2020,5,0.13
Kern,2020,6,0.0
Kern,2020,7,0.05
Kern,2020,8,0.07
Kern,2020,9,0.01
Kern,2020,10,0.0
Kern,2020,11,0.72
Kern,2020,12,0.77
Kern,2021,1,1.73
Kern,2021,2,0.37
Kern,2021,3,0.7
Kern,2021,4,0.0
Kern,2021,5,0.0
Kern,2021,6,0.05
Kern,2021,7,0.2
Kern,2021,8,0.02
Kern,2021,9,0.28
Kern,2021,10,1.08
Kern,2021,11,0.04
Kern,2021,12,5.71
Kern,2022,1,0.0
Kern,2022,2,0.1
Kern,2022,3,1.33
Kern,2022,4,0.57
Kern,2022,5,0.0
Kern,2022,6,0.1
Kern,2022,7,0.28
Kern,2022,10,0.0
Kern,2022,11,3.41
Kern,2022,12,5.77
Kern,2023,1,11.0
Kern,2023,2,3.03
Kern,2023,3,13.34
Kern,2023,4,0.0
Kern,2023,5,0.14
Kern,2023,6,0.18
Kern,2023,7,0.0
Kern,2023,8,3.65
Kern,2023,9,0.01
Kern,2023,10,0.06
Kern,2023,11,0.37
Kern,2023,12,0.81
Kern,2024,1,2.5
Kern,2024,2,5.4
Kern,2024,3,4.8
Kern,2024,4,1.15
Kern,2024,5,0.32
Kern,2024,6,0.0
Kern,2024,7,0.06
Kern,2024,8,0.03
Kern,2024,9,0.0
LOS ANGELES,2016,10,0.07
LOS ANGELES,2016,11,0.25
LOS ANGELES,2016,12,1.47
LOS ANGELES,2017,1,2.32
LOS ANGELES,2017,2,1.78
LOS ANGELES,2017,3,0.02
LOS ANGELES,2017,4,0.0
LOS ANGELES,2018,10,0.03
LOS ANGELES,2018,11,0.25
LOS ANGELES,2018,12,1.6
LOS ANGELES,2019,1,1.51
LOS ANGELES,2019,2,2.27
LOS ANGELES,2019,3,0.99
LOS ANGELES,2019,12,2.73
LOS ANGELES,2020,1,0.12
LOS ANGELES,2020,2,0.05
LOS ANGELES,2020,3,2.57
LOS ANGELES,2020,4,1.79
LOS ANGELES,2020,5,0.07
LOS ANGELES,2020,6,0.0
LOS ANGELES,2020,7,0.0
LOS ANGELES,2020,8,0.01
LOS ANGELES,2020,9,0.0
LOS ANGELES,2020,10,0.01
LOS ANGELES,2020,11,0.1
LOS ANGELES,2020,12,0.4
LOS ANGELES,2021,1,0.79
LOS ANGELES,2021,2,0.1
LOS ANGELES,2021,3,0.31
LOS ANGELES,2021,4,0.0
LOS ANGELES,2021,5,0.01
LOS ANGELES,2021,6,0.0
LOS ANGELES,2021,7,0.09
LOS ANGELES,2021,8,0.0
LOS ANGELES,2021,9,0.0
LOS ANGELES,2021,10,0.11
LOS ANGELES,2021,11,0.0
LOS ANGELES,2021,12,1.39
LOS ANGELES,2022,1,0.0
LOS ANGELES,2022,2,0.13
LOS ANGELES,2022,3,0.25
LOS ANGELES,2022,4,0.41
LOS ANGELES,2022,5,0.0
LOS ANGELES,2022,6,0.13
LOS ANGELES,2022,7,0.0
LOS ANGELES,2022,8,0.02
LOS ANGELES,2022,9,0.54
LOS ANGELES,2022,10,0.09
LOS ANGELES,2022,11,0.87
LOS ANGELES,2022,12,0.42
LOS ANGELES,2023,1,4.55
LOS ANGELES,2023,2,3.19
Lake,2009,10,26.55
Lake,2009,11,7.41
Lake,2009,12,32.87
Lake,2010,1,44.87
Lake,2010,2,27.52
Lake,2010,3,17.04
Lake,2010,4,21.91
Lake,2010,5,7.5
Lake,2010,6,0.16
Lake,2010,7,3.08
Lake,2010,8,1.13
Lake,2010,9,0.13
Lake,2010,10,30.38
Lake,2010,11,19.14
Lake,2010,12,58.98
Lake,2011,1,8.6
Lake,2011,2,25.68
Lake,2011,3,49.14
Lake,2011,4,5.71
Lake,2011,5,6.15
Lake,2011,6,10.62
Lake,2011,7,6.93
Lake,2011,8,0.23
Lake,2011,9,4.86
Lake,2011,10,14.02
Lake,2011,11,11.63
Lake,2011,12,2.84
Lake,2012,1,21.24
Lake,2012,2,11.49
Lake,2012,3,35.31
Lake,2012,4,12.78
Lake,2012,5,1.54
Lake,2012,6,1.41
Lake,2012,7,3.05
Lake,2012,8,11.14
Lake,2012,9,0.74
Lake,2012,10,8.94
Lake,2012,11,26.12
Lake,2012,12,35.36
Lake,2013,1,6.51
Lake,2013,2,4.08
Lake,2013,3,7.73
Lake,2013,4,3.88
Lake,2013,5,4.3
Lake,2013,6,2.91
Lake,2013,7,4.07
Lake,2013,8,2.63
Lake,2013,9,2.73
Lake,2013,10,7.43
Lake,2013,11,6.16
Lake,2013,12,6.22
Lake,2014,1,5.63
Lake,2014,2,47.11
Lake,2014,3,17.52
Lake,2014,4,8.32
Lake,2014,5,6.18
Lake,2014,6,0.58
Lake,2014,7,5.74
Lake,2014,8,3.18
Lake,2014,9,3.64
Lake,2014,10,2.84
Lake,2014,11,10.79
Lake,2014,12,45.16
Lake,2015,1,3.58
Lake,2015,2,18.49
Lake,2015,3,2.71
Lake,2015,4,6.44
Lake,2015,5,8.87
Lake,2015,6,2.69
Lake,2015,7,4.83
Lake,2015,8,0.99
Lake,2015,9,2.68
Lake,2015,10,7.56
Lake,2015,11,14.3
Lake,2015,12,29.17
Lake,2016,1,44.86
Lake,2016,2,8.14
Lake,2016,3,33.07
Lake,2016,4,11.66
Lake,2016,5,5.16
Lake,2016,6,2.28
Lake,2016,7,0.2
Lake,2016,8,0.57
Lake,2016,9,1.05
Lake,2016,10,34.54
Lake,2016,11,11.83
Lake,2016,12,35.7
Lake,2017,1,99.26
Lake,2017,2,69.33
Lake,2017,3,17.22
Lake,2017,4,22.74
Lake,2017,5,4.7
Lake,2017,6,2.03
Lake,2017,7,0.99
Lake,2017,8,4.87
Lake,2017,9,6.44
Lake,2017,10,1.06
Lake,2017,11,24.32
Lake,2017,12,1.03
Lake,2018,1,24.64
Lake,2018,2,6.37
Lake,2018,3,53.95
Lake,2018,4,15.38
Lake,2018,5,5.73
Lake,2018,6,0.0
Lake,2018,7,7.45
Lake,2018,8,2.81
Lake,2018,9,0.31
Lake,2018,10,9.09
Lake,2018,11,25.57
Lake,2018,12,21.57
Lake,2019,1,49.04
Lake,2019,2,102.07
Lake,2019,3,40.31
Lake,2019,4,8.47
Lake,2019,5,23.96
Lake,2019,6,2.03
Lake,2019,7,3.73
Lake,2019,8,0.21
Lake,2019,9,1.03
Lake,2019,10,4.49
Lake,2019,11,18.83
Lake,2019,12,46.78
Lake,2020,1,8.26
Lake,2020,2,1.67
Lake,2020,3,24.1
Lake,2020,4,21.65
Lake,2020,5,6.26
Lake,2020,6,1.6
Lake,2020,7,0.86
Lake,2020,8,1.63
Lake,2020,9,0.14
Lake,2020,10,0.06
Lake,2020,11,10.13
Lake,2020,12,17.2
Lake,2021,1,33.85
Lake,2021,2,10.92
Lake,2021,3,11.58
Lake,2021,4,2.14
Lake,2021,5,2.06
Lake,2021,6,1.09
Lake,2021,7,6.57
Lake,2021,8,0.83
Lake,2021,9,0.44
Lake,2021,10,39.44
Lake,2021,11,7.43
Lake,2021,12,63.66
Lake,2022,1,2.46
Lake,2022,2,2.01
Lake,2022,3,9.49
Lake,2022,4,11.38
Lake,2022,5,0.28
Lake,2022,6,1.78
Lake,2022,7,3.5
Lake,2022,8,5.73
Lake,2022,9,6.55
Lake,2022,10,1.58
Lake,2022,11,23.94
Lake,2022,12,81.84
Lake,2023,1,126.41
Lake,2023,2,45.55
Lake,2023,3,93.9
Lake,2023,4,0.92
Lake,2023,5,5.71
Lake,2023,6,5.13
Lake,2023,7,0.39
Lake,2023,8,23.3
Lake,2023,9,5.17
Lake,2023,10,2.66
Lake,2023,11,10.73
Lake,2023,12,20.4
Lake,2024,1,16.48
Lake,2024,2,66.47
Lake,2024,3,17.29
Lake,2024,4,8.71
Lake,2024,5,4.54
Lake,2024,6,0.12
Lake,2024,7,1.19
Lake,2024,8,0.73
Lake,2024,9,0.45
Lake,2024,10,0.19
Lake,2024,11,26.23
Lake,2024,12,18.98
Lake,2025,1,2.62
Lake,2025,2,50.71
Lake,2025,3,27.92
Lake,2025,4,3.48
Lake,2025,5,2.17
Lake,2025,6,0.4
Los Angeles,2009,10,3.38
Los Angeles,2009,11,0.01
Los Angeles,2009,12,4.94
Los Angeles,2010,1,9.24
Los Angeles,2010,2,7.5
Los Angeles,2010,3,0.69
Los Angeles,2010,4,2.9
Los Angeles,2010,5,0.13
Los Angeles,2010,6,0.0
Los Angeles,2010,7,0.0
Los Angeles,2010,8,0.0
Los Angeles,2010,9,0.0
Los Angeles,2010,10,2.5
Los Angeles,2010,11,1.12
Los Angeles,2010,12,19.06
Los Angeles,2011,1,1.6
Los Angeles,2011,2,4.76
Los Angeles,2011,3,8.0
Los Angeles,2011,4,0.0
Los Angeles,2011,5,0.98
Los Angeles,2011,6,0.02
Los Angeles,2011,7,0.0
Los Angeles,2011,8,0.0
Los Angeles,2011,9,0.01
Los Angeles,2011,10,1.8
Los Angeles,2011,11,3.27
Los Angeles,2011,12,1.68
Los Angeles,2012,1,2.49
Los Angeles,2012,2,0.28
Los Angeles,2012,3,3.53
Los Angeles,2012,4,3.22
Los Angeles,2012,5,0.02
Los Angeles,2012,6,0.0
Los Angeles,2012,7,0.01
Los Angeles,2012,8,0.0
Los Angeles,2012,9,0.0
Los Angeles,2012,10,0.17
Los Angeles,2012,11,2.34
Los Angeles,2012,12,4.98
Los Angeles,2013,1,2.48
Los Angeles,2013,2,0.4
Los Angeles,2013,3,1.2
Los Angeles,2013,4,0.06
Los Angeles,2013,5,1.1
Los Angeles,2013,6,0.0
Los Angeles,2013,7,0.12
Los Angeles,2013,8,0.0
Los Angeles,2013,9,0.0
Los Angeles,2013,10,0.08
Los Angeles,2013,11,1.31
Los Angeles,2013,12,0.5
Los Angeles,2014,1,0.0
Los Angeles,2014,2,6.37
Los Angeles,2014,3,1.54
Los Angeles,2014,4,0.61
Los Angeles,2014,5,0.0
Los Angeles,2014,6,0.0
Los Angeles,2014,7,0.14
Los Angeles,2014,8,0.07
Los Angeles,2014,9,0.03
Los Angeles,2014,10,0.49
Los Angeles,2014,11,0.9
Los Angeles,2014,12,7.92
Los Angeles,2015,1,2.34
Los Angeles,2015,2,1.1
Los Angeles,2015,3,1.36
Los Angeles,2015,4,0.24
Los Angeles,2015,5,1.36
Los Angeles,2015,6,0.02
Los Angeles,2015,7,0.73
Los Angeles,2015,8,0.0
Los Angeles,2015,9,4.2
Los Angeles,2015,10,0.55
Los Angeles,2015,11,0.07
Los Angeles,2015,12,1.65
Los Angeles,2016,1,6.11
Los Angeles,2016,2,1.52
Los Angeles,2016,3,3.06
Los Angeles,2016,4,0.53
Los Angeles,2016,5,0.64
Los Angeles,2016,6,0.0
Los Angeles,2016,7,0.0
Los Angeles,2016,8,0.0
Los Angeles,2016,9,0.01
Los Angeles,2016,10,0.88
Los Angeles,2016,11,1.99
Los Angeles,2016,12,7.33
Los Angeles,2017,1,15.82
Los Angeles,2017,2,8.21
Los Angeles,2017,3,0.17
Los Angeles,2017,4,0.46
Los Angeles,2017,5,0.45
Los Angeles,2017,6,0.01
Los Angeles,2017,7,0.0
Los Angeles,2017,8,0.0
Los Angeles,2017,9,0.15
Los Angeles,2017,10,0.1
Los Angeles,2017,11,0.11
Los Angeles,2017,12,0.02
Los Angeles,2018,1,3.17
Los Angeles,2018,2,0.13
Los Angeles,2018,3,4.76
Los Angeles,2018,4,0.07
Los Angeles,2018,5,0.15
Los Angeles,2018,6,0.0
Los Angeles,2018,7,0.0
Los Angeles,2018,8,0.0
Los Angeles,2018,9,0.0
Los Angeles,2018,10,1.15
Los Angeles,2018,11,3.67
Los Angeles,2018,12,3.56
Los Angeles,2019,1,11.47
Los Angeles,2019,2,10.01
Los Angeles,2019,3,4.29
Los Angeles,2019,4,0.07
Los Angeles,2019,5,1.54
Los Angeles,2019,6,0.0
Los Angeles,2019,7,0.05
Los Angeles,2019,8,0.0
Los Angeles,2019,9,0.03
Los Angeles,2019,10,0.0
Los Angeles,2019,11,3.55
Los Angeles,2019,12,9.26
Los Angeles,2020,1,0.32
Los Angeles,2020,2,0.04
Los Angeles,2020,3,0.26
Los Angeles,2020,4,3.04
Los Angeles,2020,5,0.26
Los Angeles,2020,6,6.9
Los Angeles,2020,7,0.0
Los Angeles,2020,8,0.0
Los Angeles,2020,9,0.0
Los Angeles,2020,10,0.0
Los Angeles,2020,11,0.21
Los Angeles,2020,12,3.49
Los Angeles,2021,1,4.42
Los Angeles,2021,2,0.4
Los Angeles,2021,3,2.74
Los Angeles,2021,4,0.0
Los Angeles,2021,5,0.0
Los Angeles,2021,6,0.02
Los Angeles,2021,7,0.24
Los Angeles,2021,8,0.02
Los Angeles,2021,9,0.0
Los Angeles,2021,10,1.18
Los Angeles,2021,11,0.0
Los Angeles,2021,12,9.08
Los Angeles,2022,1,0.28
Los Angeles,2022,2,0.04
Los Angeles,2022,3,2.3
Los Angeles,2022,4,0.56
Los Angeles,2022,5,0.0
Los Angeles,2022,6,0.02
Los Angeles,2022,7,0.0
Los Angeles,2022,8,0.0
Los Angeles,2022,9,0.5
Los Angeles,2022,10,0.26
Los Angeles,2022,11,3.51
Los Angeles,2022,12,3.66
Los Angeles,2023,1,17.55
Los Angeles,2023,2,9.85
Los Angeles,2023,3,15.77
Los Angeles,2023,4,0.15
Los Angeles,2023,5,0.83
Los Angeles,2023,6,0.01
Los Angeles,2023,7,0.0
Los Angeles,2023,8,5.56
Los Angeles,2023,9,0.1
Los Angeles,2023,10,0.0
Los Angeles,2023,11,0.5
Los Angeles,2023,12,5.79
Los Angeles,2024,1,4.0
Los Angeles,2024,2,23.61
Los Angeles,2024,3,6.78
Los Angeles,2024,4,1.17
Los Angeles,2024,5,0.25
Los Angeles,2024,6,0.0
Los Angeles,2024,7,0.0
Los Angeles,2024,8,0.0
Los Angeles,2024,9,0.0
Los Angeles,2024,10,0.0
Los Angeles,2024,11,0.15
Los Angeles,2024,12,0.03
Los Angeles,2025,1,0.54
Los Angeles,2025,2,7.67
Los Angeles,2025,3,3.54
Los Angeles,2025,4,0.52
Los Angeles,2025,5,0.04
Los Angeles,2025,6,0.01
MADERA,2009,10,6.59
MADERA,2009,11,0.54
MADERA,2009,12,8.1
MADERA,2010,1,7.95
MADERA,2010,2,7.48
MADERA,2010,3,3.68
MADERA,2010,4,7.61
MADERA,2010,5,0.94
MADERA,2010,6,0.0
MADERA,2010,7,0.0
MADERA,2010,8,0.0
MADERA,2010,9,0.0
MADERA,2010,10,6.44
MADERA,2010,11,4.06
MADERA,2010,12,16.56
MADERA,2011,1,6.64
MADERA,2011,2,6.75
MADERA,2011,3,13.07
MADERA,2011,4,1.49
MADERA,2011,5,2.87
MADERA,2011,6,2.37
MADERA,2011,7,0.0
MADERA,2011,8,0.0
MADERA,2011,9,0.03
MADERA,2011,10,3.08
MADERA,2011,11,1.49
MADERA,2011,12,0.0
MADERA,2012,1,6.23
MADERA,2012,2,1.49
MADERA,2012,3,5.66
MADERA,2012,4,4.55
MADERA,2012,5,0.01
MADERA,2012,6,0.0
MADERA,2012,7,0.0
MADERA,2012,8,0.0
MADERA,2012,9,0.0
MADERA,2012,10,1.24
MADERA,2012,11,3.03
MADERA,2012,12,11.06
MADERA,2013,1,1.64
MADERA,2013,2,0.86
MADERA,2013,3,1.54
MADERA,2013,4,0.98
MADERA,2013,5,0.38
MADERA,2013,6,0.0
MADERA,2013,7,0.0
MADERA,2013,8,0.0
MADERA,2013,9,0.38
MADERA,2013,10,1.27
MADERA,2013,11,0.96
MADERA,2013,12,1.33
MADERA,2014,1,1.6
MADERA,2014,2,3.4
MADERA,2014,3,2.21
MADERA,2014,4,3.5
MADERA,2014,5,0.59
MADERA,2014,6,0.0
MADERA,2014,7,0.5
MADERA,2014,8,0.0
MADERA,2014,9,0.82
MADERA,2014,10,0.0
MADERA,2014,11,2.71
MADERA,2014,12,5.49
MADERA,2015,1,0.23
MADERA,2015,2,2.82
MADERA,2015,3,0.53
MADERA,2015,4,1.77
MADERA,2015,5,0.04
MADERA,2015,6,0.12
MADERA,2015,7,0.99
MADERA,2015,8,0.0
MADERA,2015,9,0.37
MADERA,2015,10,0.77
MADERA,2015,11,3.82
MADERA,2015,12,7.63
MADERA,2016,1,9.66
MADERA,2016,2,0.72
MADERA,2016,3,7.41
MADERA,2016,4,2.66
MADERA,2016,5,1.65
MADERA,2016,7,0.0
MADERA,2016,8,0.0
MADERA,2016,9,0.02
MADERA,2016,10,3.43
MADERA,2016,11,2.7
MADERA,2016,12,7.97
MADERA,2017,1,26.03
MADERA,2017,2,15.03
MADERA,2017,3,3.91
MADERA,2017,4,4.27
MADERA,2017,5,0.23
MADERA,2017,6,0.2
MADERA,2017,7,0.0
MADERA,2017,8,0.0
MADERA,2017,9,1.16
MADERA,2017,10,0.26
MADERA,2017,11,2.15
MADERA,2017,12,0.29
MADERA,2018,1,2.93
MADERA,2018,2,1.2
MADERA,2018,3,15.24
MADERA,2018,4,3.18
MADERA,2018,5,0.08
MADERA,2018,6,0.0
MADERA,2018,7,0.02
MADERA,2018,8,0.0
MADERA,2018,9,0.0
MADERA,2018,10,0.52
MADERA,2018,11,6.08
MADERA,2018,12,2.23
MADERA,2019,1,8.09
MADERA,2019,2,11.57
MADERA,2019,3,7.89
MADERA,2019,4,1.05
MADERA,2019,5,3.8
MADERA,2019,6,0.0
MADERA,2019,7,0.03
MADERA,2019,8,0.0
MADERA,2019,9,0.04
MADERA,2019,10,0.0
MADERA,2019,11,1.87
MADERA,2019,12,5.4
MADERA,2020,1,1.0
MADERA,2020,2,0.42
MADERA,2020,3,5.74
MADERA,2020,4,3.7
MADERA,2020,5,1.97
MADERA,2020,6,0.13
MADERA,2020,7,0.0
MADERA,2020,8,0.0
MADERA,2020,9,0.0
MADERA,2020,10,0.0
MADERA,2020,11,1.24
MADERA,2020,12,2.63
MADERA,2021,1,7.09
MADERA,2021,2,1.73
MADERA,2021,3,3.84
MADERA,2021,4,0.28
MADERA,2021,5,0.04
MADERA,2021,6,0.02
MADERA,2021,7,0.02
MADERA,2021,8,0.0
MADERA,2021,9,0.16
MADERA,2021,10,5.08
MADERA,2021,11,0.89
MADERA,2021,12,12.11
MADERA,2022,1,0.01
MADERA,2022,2,0.26
MADERA,2022,3,2.28
MADERA,2022,4,1.71
MADERA,2022,5,0.0
MADERA,2022,6,0.0
MADERA,2022,7,0.0
MADERA,2022,8,0.06
MADERA,2022,9,0.26
MADERA,2022,10,0.0
MADERA,2022,11,4.78
MADERA,2022,12,15.1
MADERA,2023,1,16.69
MADERA,2023,2,6.24
MADERA,2023,3,17.47
MADERA,2023,4,0.0
MADERA,2023,5,0.8
MADERA,2023,6,0.18
MADERA,2023,7,0.0
MADERA,2023,8,0.95
MADERA,2023,9,0.27
MADERA,2023,10,0.02
MADERA,2023,11,0.75
MADERA,2023,12,2.18
MADERA,2024,1,5.63
MADERA,2024,2,9.39
MADERA,2024,3,6.91
MADERA,2024,4,2.75
MADERA,2024,5,0.87
MADERA,2024,6,0.0
MADERA,2024,7,0.02
MADERA,2024,8,0.0
MADERA,2024,9,0.03
MADERA,2024,10,0.05
MADERA,2024,11,3.42
MADERA,2024,12,3.03
MADERA,2025,1,0.78
MADERA,2025,2,9.39
MADERA,2025,3,7.96
MADERA,2025,4,1.58
MADERA,2025,5,0.24
MADERA,2025,6,0.0
MARIPOSA,2009,10,9.19
MARIPOSA,2009,11,1.1
MARIPOSA,2009,12,11.34
MARIPOSA,2010,1,12.28
MARIPOSA,2010,2,9.89
MARIPOSA,2010,3,5.66
MARIPOSA,2010,4,11.31
MARIPOSA,2010,5,1.82
MARIPOSA,2010,6,0.03
MARIPOSA,2010,7,0.0
MARIPOSA,2010,8,0.0
MARIPOSA,2010,9,0.0
MARIPOSA,2010,10,2.08
MARIPOSA,2010,11,8.79
MARIPOSA,2010,12,21.43
MARIPOSA,2011,1,5.56
MARIPOSA,2011,2,9.55
MARIPOSA,2011,3,17.74
MARIPOSA,2011,4,1.13
MARIPOSA,2011,5,3.9
MARIPOSA,2011,6,3.73
MARIPOSA,2011,7,0.0
MARIPOSA,2011,8,0.0
MARIPOSA,2011,9,0.01
MARIPOSA,2011,10,2.36
MARIPOSA,2011,11,1.12
MARIPOSA,2011,12,0.0
MARIPOSA,2012,1,3.48
MARIPOSA,2012,2,1.94
MARIPOSA,2012,3,5.07
MARIPOSA,2012,4,8.52
MARIPOSA,2012,5,0.0
MARIPOSA,2012,6,0.72
MARIPOSA,2012,7,0.01
MARIPOSA,2012,8,0.0
MARIPOSA,2012,9,0.08
MARIPOSA,2012,10,0.23
MARIPOSA,2012,11,1.57
MARIPOSA,2012,12,6.13
MARIPOSA,2013,1,2.32
MARIPOSA,2013,2,0.75
MARIPOSA,2013,3,2.92
MARIPOSA,2013,4,1.28
MARIPOSA,2013,5,0.63
MARIPOSA,2013,6,0.09
MARIPOSA,2013,7,0.0
MARIPOSA,2013,8,0.0
MARIPOSA,2013,9,0.0
MARIPOSA,2013,10,0.76
MARIPOSA,2013,11,1.73
MARIPOSA,2013,12,1.79
MARIPOSA,2014,1,2.78
MARIPOSA,2014,2,5.4
MARIPOSA,2014,3,4.89
MARIPOSA,2014,4,2.58
MARIPOSA,2014,5,0.09
MARIPOSA,2014,6,0.0
MARIPOSA,2014,7,0.0
MARIPOSA,2014,8,0.03
MARIPOSA,2014,9,0.01
MARIPOSA,2014,10,1.61
MARIPOSA,2014,11,2.64
MARIPOSA,2014,12,8.13
MARIPOSA,2015,1,0.51
MARIPOSA,2015,2,3.86
MARIPOSA,2015,3,0.69
MARIPOSA,2015,4,3.67
MARIPOSA,2015,5,0.57
MARIPOSA,2015,6,0.0
MARIPOSA,2015,7,0.14
MARIPOSA,2015,8,0.0
MARIPOSA,2015,9,0.01
MARIPOSA,2015,10,1.08
MARIPOSA,2015,11,5.65
MARIPOSA,2015,12,13.88
MARIPOSA,2016,1,14.94
MARIPOSA,2016,2,1.28
MARIPOSA,2016,3,13.41
MARIPOSA,2016,4,5.01
MARIPOSA,2016,5,0.41
MARIPOSA,2016,6,0.0
MARIPOSA,2016,7,0.0
MARIPOSA,2016,8,0.0
MARIPOSA,2016,9,0.0
MARIPOSA,2016,10,6.73
MARIPOSA,2016,11,4.73
MARIPOSA,2016,12,10.54
MARIPOSA,2017,1,26.85
MARIPOSA,2017,2,23.86
MARIPOSA,2017,3,6.38
MARIPOSA,2017,4,5.52
MARIPOSA,2017,5,0.06
MARIPOSA,2017,6,0.58
MARIPOSA,2017,7,0.0
MARIPOSA,2017,8,0.0
MARIPOSA,2017,9,0.52
MARIPOSA,2017,10,0.49
MARIPOSA,2017,11,5.31
MARIPOSA,2017,12,0.4
MARIPOSA,2018,1,5.95
MARIPOSA,2018,2,1.74
MARIPOSA,2018,3,21.3
MARIPOSA,2018,4,4.98
MARIPOSA,2018,5,0.44
MARIPOSA,2018,6,0.0
MARIPOSA,2018,7,0.0
MARIPOSA,2018,8,0.0
MARIPOSA,2018,9,0.0
MARIPOSA,2018,10,1.16
MARIPOSA,2018,11,10.93
MARIPOSA,2018,12,4.81
MARIPOSA,2019,1,9.59
MARIPOSA,2019,2,17.99
MARIPOSA,2019,3,8.77
MARIPOSA,2019,4,0.37
MARIPOSA,2019,5,9.67
MARIPOSA,2019,6,0.0
MARIPOSA,2019,7,0.0
MARIPOSA,2019,8,0.0
MARIPOSA,2019,9,0.94
MARIPOSA,2019,10,0.84
MARIPOSA,2019,11,2.57
MARIPOSA,2019,12,13.7
MARIPOSA,2020,1,2.48
MARIPOSA,2020,2,0.21
MARIPOSA,2020,3,3.9
MARIPOSA,2020,4,5.48
MARIPOSA,2020,5,2.98
MARIPOSA,2020,6,0.0
MARIPOSA,2020,7,0.0
MARIPOSA,2020,8,0.03
MARIPOSA,2020,9,0.0
MARIPOSA,2020,10,0.01
MARIPOSA,2020,11,2.58
MARIPOSA,2020,12,4.26
MARIPOSA,2021,1,11.13
MARIPOSA,2021,2,2.18
MARIPOSA,2021,3,4.97
MARIPOSA,2021,4,0.7
MARIPOSA,2021,5,0.01
MARIPOSA,2021,6,0.0
MARIPOSA,2021,7,0.0
MARIPOSA,2021,8,0.03
MARIPOSA,2021,9,0.06
MARIPOSA,2021,10,6.15
MARIPOSA,2021,11,1.55
MARIPOSA,2021,12,15.33
MARIPOSA,2022,1,0.15
MARIPOSA,2022,2,0.61
MARIPOSA,2022,3,2.32
MARIPOSA,2022,4,3.75
MARIPOSA,2022,5,0.0
MARIPOSA,2022,6,0.05
MARIPOSA,2022,7,0.0
MARIPOSA,2022,8,0.0
MARIPOSA,2022,9,2.62
MARIPOSA,2022,10,0.0
MARIPOSA,2022,11,4.92
MARIPOSA,2022,12,25.35
MARIPOSA,2023,1,21.25
MARIPOSA,2023,2,8.16
MARIPOSA,2023,3,22.75
MARIPOSA,2023,4,0.01
MARIPOSA,2023,5,1.64
MARIPOSA,2023,6,0.01
MARIPOSA,2023,7,0.0
MARIPOSA,2023,8,0.95
MARIPOSA,2023,9,0.3
MARIPOSA,2023,10,0.04
MARIPOSA,2023,11,3.92
MARIPOSA,2023,12,4.25
MARIPOSA,2024,1,11.52
MARIPOSA,2024,2,13.85
MARIPOSA,2024,3,10.62
MARIPOSA,2024,4,4.96
MARIPOSA,2024,5,1.47
MARIPOSA,2024,6,0.0
MARIPOSA,2024,7,0.0
MARIPOSA,2024,8,0.0
MARIPOSA,2024,9,0.0
MARIPOSA,2024,10,0.41
MARIPOSA,2024,11,11.82
MARIPOSA,2024,12,11.13
MARIPOSA,2025,1,2.45
MARIPOSA,2025,2,23.71
MARIPOSA,2025,3,20.7
MARIPOSA,2025,4,3.2
MARIPOSA,2025,5,0.63
MARIPOSA,2025,6,0.01
MONO,2009,10,2.88
MONO,2009,11,0.51
MONO,2009,12,2.56
MONO,2010,1,3.51
MONO,2010,2,3.27
MONO,2010,3,1.4
MONO,2010,4,2.56
MONO,2010,5,0.8
MONO,2010,6,0.0
MONO,2010,7,0.6
MONO,2010,8,0.0
MONO,2010,9,0.0
